user,Text
stephenhurley,Our Editors Vetted Hundreds of U.S. Bike Trips — These Are the 26 Worth Taking https://t.co/BVYxN3H2Ag via @Yahoo
WelcomenBP,"RT @GlobalJisoo: 'We always listen to our fans’ feedback and monitor their responses because in these times, especially when we can’t meet…"
malandrina9,"@solotuitter921 @zorziskeeper Ma fan italiane ci saranno anche, ma basta vedere i social per avere la prova che sen… https://t.co/rKjyNtWYYq"
PupisDur,RT @Sofia_RamirezA: Gracias @econoclasta por retomar el Índice de Progreso Social 2020 que elabora @MexicoComoVamos por segundo año consecu…
USSNavyBrat,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
h3nnuli,"I'm glad that when I was young there was no social media, at least not like this.

It was hard enough to get bullie… https://t.co/HMhSA0FL4i"
sakky228,"RT @insidetheslime: BASICALLY I THINK THE STAN COMMUNITY AND WHAT THEY CREATE IS AWESOME, JUST BE CAREFUL AND RECOGNIZE THAT CONTENT CREATO…"
_RomamoR,"@GiordanoSepi @Lupetto979 @TheClash976 Su un social non sai mai con chi interagisci, ci sono doppi e tripli account… https://t.co/ErUGWJf77q"
NiceTryCody,Getting social anxiety on behalf of the person across the street from me talking way too loud on the phone 🙃
DarksideLeader,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
qtpearl_,RT @molnne: I’m really thankful i had a childhood before social media took over.
tammorgenthau,"A real loss for the public interest, social justice, and human rights community (and Canada). Joseph Arvay was the… https://t.co/MVQSoCgNLN"
EnergySocialNet,News. Energy Social Network is out! https://t.co/LVfM9FG2yi
DhomnCRF,RT @CarlosBolsonaro: Há clara linha de ação de fulan(x)s nas futuras eleições: incentivo ao “não voto”.  Soma-se com narrativa da mídia e n…
katekomping,"RT @YourMcColls: It's #giveaway time!

We're giving you the chance to win a Nintendo Switch 🎮 

To enter just follow us, like &amp; RT this pos…"
JoseCarranza_ok,"RT @SergioBerniArg: El peronismo es trabajo, militancia y lealtad a los principios de soberanía política, independencia económica y justici…"
barbaraward235,"RT @Patsherenow: @thebr0keb0i @acsadvice It doesn't. It's in their hands. In stead of driving to collect a food handout, protests by millio…"
cadenwendy,"Wendy Williams confirms death of her mother, Shirley Williams: ‘She passed peacefully’ https://t.co/nna7NJTS8x via @Yahoo"
autumnarrives,"RT @rudegalsavz: Having multiple business accs can be a bit overwhelming, sometimes you don’t even have the time to post new content. Sound…"
Assoiffe,RT @DavidGab_: Les 18 salariés #Monoprix (en majorité des femmes) ont été condamnés à verser 3000 euros au Groupe Casino (35 milliards de C…
americadestined,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
olubunmiojewumi,"A Guide to Using SEO for Social Media

https://t.co/APDIugtHDR"
BESRAZYMA31,"RT @GazetaRu: Количество заболевших неизвестной болезнью в Индии достигло 848 человек.

https://t.co/M1xtdKzp3K https://t.co/5D51IEQqoq"
synned00,"RT @I4AIKO: Tempo depois, sofri CYBERBULLYING. A minha idade? 9 FUCKING anos. O meu acesso á rede social foi muito cedo. Um grande erro; po…"
TioFCosta,"RT @TioFCosta: A @mmatias_ antes de entrar para a entrevista desta noite e assumir ser social-democrata...

#Portugal https://t.co/PN4pbbbm…"
gilraent,RT @realdillonroyal: Trump launches ‘despicable’ last-minute attack on Social Security with rule aiming to restrict disability benefits htt…
RitaFamBam,RT @MrHumanityGives: I have a legitimate question for people that were and/or are homeless or have experience working with the homeless pop…
Kwatontoh,Maybe he was only working on social media. https://t.co/Rr97afcCci
KhaleesiDelRey,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
dlueking,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
MiguelNavida,@LoganPaul Enough of social media then head to training camp
wizarducks1,@alias_tof @TheIndieGameDe1 @GameDevSession @itchio @madewithunity Bird social media ftw
mirandarwolpert,"RT @DataKindUK: Do you work with data in charity or the social sector? Would you like to join a training and support community? 

The 'Data…"
KenFerrante,Former Notre Dame Quarterback Wimbush Builds Online Social Agency MOGL via @forbes https://t.co/MjadH75ChG
trees_fly,Me and my bud are organizing a social distance friendly memorial for our boi Jjong this next weekend at China Sqaur… https://t.co/geYPW7Yxrr
karouuula,400 conto serviço social tá doido eh mano bora uf4m me passe logo
yuuka_9876,I just shouted out loud to myself 「仕事しろ！！！」after scrolling social media for 30mins straight while I’m sitting in fr… https://t.co/pFA0QVrY95
JustBarboza,@M4dD0g12 Los fans de gintama son una construcción social
TeezyTaughtU,im going to Kitchen Social Thursday w/ my girls🥰 &amp;&amp;&amp;&amp; I cant wait
__pelumi__,"RT @kikimordi: No. You will not do this.
This woman LEFT, REPORTED to the police, CRIED OUT ON SOCIAL MEDIA.
This is the result of the emot…"
esmecolm72,"RT @mirandoafuturo: Miranda a la vanguardia por ser un estado más seguro, de paz y de justicia social. #MirandoAlFuturo #VenezuelaVictorios…"
InezzaPstasIta1,RT @Pedro_Illane: Desigualdad Social en 2 fotos https://t.co/7zi9lClrYh
Tealz_BCB,RT @TheYearIs20BC: The Nintendo social media manager dropping a tweet https://t.co/aM17CzaSMp
allycowan1,@LiamMcIlvanney I absolutely adore this book. A fine piece of social history masquerading as a book about the Beatl… https://t.co/avkAcDJnl5
golvio,RT @ellle_em: Starting to believe my purpose in life is to scream CATS ARE ACTUALLY SOCIAL ANIMALS into the void until someone actually lis…
JoRiversL,"RT @APhilosophae: Defund the Police = Kill Social Workers

https://t.co/LHpd9hNrZ0"
floorizzy7,"RT @thaycgs: sou anti social porém tagarela 
nunca sou eu que começo a conversa mas se a pessoa me da liberdade eu nunca mais vou parar de…"
tmiahhh7,"RT @D_Monique03: SEE YALL DECEMBER 12, 2020 ✨

Derriere Blake 🎓✨

- Texas A&amp;M - Commerce 🦁

- BBA in Accounting
- 3.67 GPA
- National socie…"
jopfeffer,"RT @stephandetjen: “Mein Sohn hat mir gesagt,  man muss danke sagen. Deshalb habe ich geantwortet“. Gewiss das schönste Interview zum Thema…"
area51elvis,Please wear a mask and practice social distancing whenever you go out of public. Together we can make a difference.… https://t.co/P8ERnEoQDo
leedodington,RT @MarkDice: Social Justice Warrior mall Santa makes kid cry by telling him no toy guns for Christmas https://t.co/u0lkM75lqC
Thatssomariii,y’all mad at her for WANTING A PURSE 😩.. social media is miserable !!! Idc what no one says 😂😂.. GET YO PURSE!!! L https://t.co/8OzjdlX9Wh
geki,"RT @mikihirano: コアラだってクリスマスを待ちきれない！😆
アデレード近郊で家の中に飾ったクリスマスツリーに見覚えのないコアラの飾りが…と思ったら、勝手に侵入した本物のコアラがクリスマスツリーによじ登っていた！救助を依頼したが電話を受けた団体はいたずら電話だと思っ…"
magsmom7,RT @essenviews: Rudy Giuliani didn't wear a mask. He didn't social distance. Now he has the hoax. He's receiving the best medical treatment…
anatvelosoo,"satanás fica furioso quando um filho de Deus acorda. 
ainda mais furioso quando esse sai do isolamento social.
pneu… https://t.co/tSC11baCC8"
Ale_99_Campa,Togliete i social ad Alba Parietti PLEASE #GFVIP
JESUSHE81835420,"Tatiana Clouthier, la incondicional que acaba de llegar al equipo de AMLO donde solo piden lealtad a ciegas… https://t.co/oJJEldLGw6"
ggmumster,@lynnmcbeth @Jemmapalmer @Mymblemum @JamesMelville Are you really suggesting that nowhere along the way to vaccine… https://t.co/ldqlTI3XVo
ces4r_mi,RT @LANACION: Descontrol en Costanera: fiesta masiva sin distanciamiento social ni tapabocas https://t.co/Q6QpKqv4Ho
Meggiemuu,RT @randi_savage: So the White House STILL is not enforcing/ practicing social distancing and not a single person in this clip is wearing a…
tierneysimone_,"RT @pokahunnit: “Nobody wants you on their college campus“

-Founder of Poka’s Practice 
-Dean list 3x
-RA
-Student Teacher 
-Peer Mentor…"
xllgi,Gourmet Pasta Sauce https://t.co/B7EL4zMfJy
_afamilyshow,"meu tiktok ta todo ot5, eu amo o algoritmo dessa rede social serio"
walkmansdad,RT @ThomasSowell: it is far easier to concentrate power than to concentrate knowledge. That is why so much social engineering backfires and…
CY__Young,"RT @drdavidsamadi: People: “We’re having a light flu season because people are wearing masks and social distancing.”

Me: “Then why are the…"
carmencita2050,"RT @maritza_sozzo: Sugerencias para los nuevos diputados, visiten los sectores más vulnerable donde viven los abuelitos y discapacitados, p…"
La_Misanthrope_,"Tweet un peu « acide » j’en conviens. Cette phrase entre guillemets, j’ai l’impression que les gens la crachent com… https://t.co/3r4YFYjE9t"
PrePosthuman,"RT @AshleyinFloyd: Listen, I understand the impulse, but I do think it’s harmful that every news outlet’s social media is framing  vaccine…"
KentKathryn,RT @DailyMail: Trump's officials TURNED DOWN offer of more doses of Pfizer's breakthrough vaccine on top of shots for 50 million https://t.…
rideordei,@bateird ça fait 4 vies que ça social distancing ici
hindreas,"i miss him, his dog, his outfits, his poles, his fastest laps, his complaining, his smile, his wins, his energy, hi… https://t.co/fyHLifGsic"
CarlynTechTalk,"I am a digital storyteller, I do social media strategy, content creation, graphic design and branding, and my #1 me… https://t.co/zmaCMR6rQO"
AREJAYjames,"imma go out on a limb &amp; say, we’d like all of our legends a lot less if they had social media in their prime

😂😂😂 https://t.co/ohR2Nmxqu3"
blueboy2766,RT @LegFanMan: Social Distancing at its finest #NiceLegs https://t.co/76GVWLJf8q
CodyWolfeMusic,RT @alfiebailee8: @CodyWolfeMusic @Twitter @tiktok_us Twitter is for “Seniors” at this point in social media history.
nancypramanand,"when jobs say they want someone with a strong knowledge of Social media, do you think they’re asking professional u… https://t.co/0xYR3wczp4"
gfratelloupdate,vi prego Alba Parietti versione social è un mood😂 #GFVip
olgaatnovon,Has social distancing been lifted on public transport in Sydney? #sydneybuses #SocialDistancing
spg_22,"Ma si possono commentare  in diretta i discorsi di Alba sui social???
Vogliamo le dinamche interne,non esterne!!!
E… https://t.co/u3DavUL1Mv"
allison__rachel,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
_r0ckeet,RT @Kadiya_dsb: Je pleuuuuuuuuure putain. Twitter c’est le meilleur réseau social 🤣😭
yummies4tummies,RT @Flush_The_Turd: @iam_danalena Not necessarily. A lot of Seniors hate Trump for threatening to take away their Social Security. My mom i…
LeahBisson,One day I will be confident enough to post workout progress pics on my public social medias but today is not that d… https://t.co/lez4n3iBCf
LaTrepadoraBqto,"AGENDA Reservación para TU EVENTO: Religioso(retiro,encuentro...), Corporativo(reunión negocio,seminario...) o  Soc… https://t.co/bks7xlaSM9"
SilentDamien94,@Seb_The_Dredgen @avatar122333 @chefrdv I didn't know the guy legit had social issues. Chill.
abelcosta98,"@gmgr20 A social-democracia é uma corrente de esquerda de oposição ao marxismo, têm algumas coisas em comum, mas nã… https://t.co/COGefrMP8D"
theNicoleJ,"If you and a friend follow similar accounts on social media, do you find it necessary to tell them about something… https://t.co/lIPNPGCEYz"
MaddalenaDicec1,Francesco palesemente pieno delle cagate scritte sui social d’ala Andre riguardo il suo percorso  #GFVIP
N7IRL,RT @Annaleen: I remain disgusted that Google fired a prominent AI expert for contributing to academic research that highlights environmenta…
UnaiDiazOrueta,RT @AnnaKaminsky1: Free Online Screening Test for Child ADHD  #ADHD #Parenting #ParentingTips #mentalhealth https://t.co/WLymk8rgrf
anshsharma,"RT @tonyabbacchi: It's intriguing to watch people blame social media for their shortcomings. 

They'll complain about an algorithm change,…"
Bigpez,RT @MarkDice: Social Justice Warrior mall Santa makes kid cry by telling him no toy guns for Christmas https://t.co/u0lkM75lqC
TENROU_ROYAL_Q,Yeah I'm gonna get right on that one as soon as I find my social security number for you https://t.co/RQrzzm1mx5
heyy_allyssa,RT @julissious: Starting to deadass hate all this social media shit
brad_polumbo,"RT @miltimore79: Maybe forcing people into mass social isolation wasn't such a good idea. Just a thought. 

https://t.co/RFro7lAB9S"
